pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -2.1000000000000014, steering_wheel_angle: -21
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38553266, 39.90440998, 0], theta_current: 270.0, speed: 0.00, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.3855292575636, 39.90440999300249, 0], theta_current: 270.3359300483569, speed: 17.72, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38552496613042, 39.90441001368739, 0], theta_current: 270.7596341443375, speed: 22.35, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38552067469723, 39.90441003437229, 0], theta_current: 271.1833382403181, speed: 22.35, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38551671735681, 39.90441005196184, 0], theta_current: 271.5740559771486, speed: 20.61, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38551323235663, 39.90441006560303, 0], theta_current: 271.9181378269047, speed: 18.15, wheel_angle: -1.8999999999999986, steering_wheel_angle: -19
pos_current: [116.38550974735227, 39.90441007780742, 0], theta_current: 272.2259780177194, speed: 18.15, wheel_angle: -1.7000000000000028, steering_wheel_angle: -17
pos_current: [116.38550679229074, 39.9044100845168, 0], theta_current: 272.4255634349472, speed: 15.39, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3855038372261, 39.90441008916134, 0], theta_current: 272.5637256064167, speed: 15.39, wheel_angle: -0.8999999999999986, steering_wheel_angle: -9
pos_current: [116.38550151195899, 39.904410090758894, 0], theta_current: 272.6241201177827, speed: 12.11, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38549918669189, 39.90441009235645, 0], theta_current: 272.6845146291487, speed: 12.11, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38549686142478, 39.904410093954006, 0], theta_current: 272.74490914051466, speed: 12.11, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38549453615768, 39.90441009555156, 0], theta_current: 272.80530365188065, speed: 12.11, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38549292133536, 39.90441009632204, 0], theta_current: 272.847245670096, speed: 8.41, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38549130651303, 39.904410097092516, 0], theta_current: 272.8891876883114, speed: 8.41, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38548911565438, 39.90441009851072, 0], theta_current: 272.9460911874597, speed: 11.41, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38548692479573, 39.90441009992893, 0], theta_current: 273.00299468660796, speed: 11.41, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38548372395375, 39.90441010295612, 0], theta_current: 273.086130648992, speed: 16.67, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38548052887214, 39.904410105972424, 0], theta_current: 273.1691169965668, speed: 16.64, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38547733379052, 39.90441010898873, 0], theta_current: 273.2521033441416, speed: 16.64, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38547435760258, 39.9044101116059, 0], theta_current: 273.3294043289618, speed: 15.50, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38547145821944, 39.90441011408973, 0], theta_current: 273.4047104496576, speed: 15.10, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38546855883631, 39.90441011657356, 0], theta_current: 273.4800165703534, speed: 15.10, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38546567481413, 39.90441011903114, 0], theta_current: 273.5549237182244, speed: 15.02, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38546279079195, 39.90441012148872, 0], theta_current: 273.6298308660954, speed: 15.02, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38545991061001, 39.90441012393977, 0], theta_current: 273.70463827076014, speed: 15.00, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.38545710531567, 39.904410129055805, 0], theta_current: 273.86495120525177, speed: 14.61, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.38545482613301, 39.90441013243284, 0], theta_current: 273.99519860651225, speed: 11.87, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.38545254695036, 39.90441013580987, 0], theta_current: 274.1254460077727, speed: 11.87, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.38545026776771, 39.9044101391869, 0], theta_current: 274.2556934090332, speed: 11.87, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.38544882383658, 39.9044101405423, 0], theta_current: 274.3382090330837, speed: 7.52, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.38544737990566, 39.90441014214422, 0], theta_current: 274.43573225189806, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.38544593597473, 39.90441014374614, 0], theta_current: 274.53325547071245, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3854444920438, 39.90441014534806, 0], theta_current: 274.63077868952684, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.38544304811288, 39.90441014694998, 0], theta_current: 274.7283019083412, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.38544160418195, 39.9044101485519, 0], theta_current: 274.8258251271556, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.38544016025102, 39.904410150153815, 0], theta_current: 274.92334834597, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 7.52, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -1.2999999999999972, steering_wheel_angle: -13
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -1.1000000000000014, steering_wheel_angle: -11
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -0.8999999999999986, steering_wheel_angle: -9
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -0.5, steering_wheel_angle: -5
pos_current: [116.3854387163201, 39.904410151755734, 0], theta_current: 275.0208715647844, speed: 0.00, wheel_angle: -0.8999999999999986, steering_wheel_angle: -9
